,has_gpu,language
https://github.com/nivha/three_body_integration,no,Python
https://github.com/gijut/gnucash,yes,C
https://github.com/smaret/thindisk,no,Python
https://github.com/smaret/astrochem,no,C
https://github.com/eltevo/StePS,yes,C++
https://github.com/wathela/FIRST-CLASSIFIER,no,Python
https://github.com/rajeshrinet/pystokes,no,Jupyter Notebook
https://github.com/djgroen/MPWide,no,C++
https://github.com/MaudeDavidLab/GMEmbeddings,no,R
https://github.com/FitSNAP/FitSNAP,yes,Jupyter Notebook
https://github.com/TheJacksonLaboratory/drug-synergy,yes,Jupyter Notebook
https://github.com/TheJacksonLaboratory/SvAnna,no,Java
https://github.com/davidpagnon/Sports2D,yes,Jupyter Notebook
https://github.com/OncoRNALab/CiLiQuant,no,Python
https://github.com/Biomedical-Imaging-Group/Steer-n-Detect,no,Java
https://github.com/florisvb/PyNumDiff,no,Python
https://github.com/mortonne/psifr,yes,Python
https://github.com/Bgi-LUSH/GPMeta,yes,R
https://github.com/MolecularAI/DockStreamCommunity,no,Jupyter Notebook
https://github.com/orbisgis/lczexplore,no,R
https://github.com/gymreklab/GangSTR,no,C++
https://github.com/gymreklab/chips,no,Jupyter Notebook
https://github.com/JetBrains-Research/spbla,yes,C++
https://github.com/mwanakijiji/rrlfe,no,Python
https://github.com/kinnala/scikit-fem,no,Python
https://github.com/tresoldi/ngesh,yes,Python
https://github.com/ogotoh/spaln,yes,C++
https://github.com/COVID-IWG/epimargin,yes,Python
https://github.com/BiomedSciAI/fuse-med-ml,yes,Python
https://github.com/tessgi/tvguide,no,Fortran
https://github.com/Wang-Ruihui/A-live-homogeneous-database-of-solar-active-regions,no,Python
https://github.com/pelican/pelican,yes,C++
https://github.com/JeffLCoughlin/skye,no,Python
https://github.com/cmbant/getdist,no,Python
https://github.com/YenWenWang/HapDipKinship,no,R
https://github.com/NLeSC/scriptcwl,no,Python
https://github.com/NLeSC/embodied-emotions-scripts,no,Python
https://github.com/inpefess/gym-saturation,yes,Python
https://github.com/cespinosa/pyHIIexplorerV2,no,Python
https://github.com/changhoonhahn/haloflow,yes,Jupyter Notebook
https://github.com/changhoonhahn/pySpectrum,no,Python
https://github.com/changhoonhahn/provabgs,yes,Jupyter Notebook
https://github.com/tcassanelli/pywpf,no,Python
https://github.com/caseyjlaw/rtpipe,no,Python
https://github.com/caseyjlaw/tpipe,no,Python
https://github.com/RoelofBerg/limereg,yes,C++
https://github.com/EdwardBerman/shopt,yes,Julia
https://github.com/netrias/rnassist,no,Jupyter Notebook
https://github.com/quatrope/feets,no,Python
https://github.com/quatrope/ProperImage,no,Python
https://github.com/mbaes/SpheCow,no,C++
https://github.com/nmslib/hnswlib,yes,C++
https://github.com/soedinglab/plass,yes,C
https://github.com/soedinglab/hh-suite,yes,C
https://github.com/soedinglab/spacepharer,yes,C
https://github.com/soedinglab/MMseqs2,yes,C
https://github.com/soedinglab/metaeuk,yes,C
https://github.com/SchmollerLab/Cell_ACDC,yes,Python
https://github.com/DochtermannLab/BehavioralHeritability,no,R
https://github.com/DochtermannLab/G-PopComparison,no,R
https://github.com/twosixlabs/magicwand-datatool,no,Python
https://github.com/samaygarg/fuelcell,no,Python
https://github.com/DeepRank/pdb2sql,no,Python
https://github.com/DeepRank/deeprank-core,yes,Python
https://github.com/DeepRank/iScore,yes,Python
https://github.com/DeepRank/Deeprank-GNN,yes,Python
https://github.com/DeepRank/PSSMGen,no,Python
https://github.com/DeepRank/deeprank,yes,Python
https://github.com/fdebras/ECLIPS3D,no,Fortran
https://github.com/jdidion/atropos,no,Python
https://github.com/hsergi/Roman_Coronagraph_ETC,no,Python
https://github.com/cl3425/Clairvoyance,no,Python
https://github.com/gbrammer/grizli,no,Python
https://github.com/lberaldoesilva/naif,no,Python
https://github.com/linqs/psl,no,Java
https://github.com/raspishake/rsudp,no,Python
https://github.com/fAndreuzzi/BisPy,no,Python
https://github.com/Ouranosinc/xclim,no,Python
https://github.com/EskelandLab/ShinyArchRUiO,no,R
https://github.com/rramadeu/AGHmatrix,no,R
https://github.com/INCEPTdk/adaptr,no,R
https://github.com/jbrakensiek/CORBITS,no,C++
https://github.com/INCF/one_click,no,Python
https://github.com/rqtl/qtl2,no,R
https://github.com/ebundhoo/TAGOPSIN,no,Java
https://github.com/aneeshnaik/spam,no,Python
https://github.com/aneeshnaik/lintsampler,no,Python
https://github.com/CSB5/lofreq,no,C
https://github.com/Degiacomi-Lab/molearn,yes,Python
https://github.com/AllenInstitute/bmtk,no,Python
https://github.com/jcombs1/blasr,yes,C++
https://github.com/csuhjhjhj/GCNCMI,yes,Python
https://github.com/SophieMLV/axionHMcode,no,Python
https://github.com/awsteiner/o2scl,yes,C
https://github.com/awsteiner/bamr,no,C++
https://github.com/xfangcosmo/2DFFTLog,no,C
https://github.com/xfangcosmo/FFTLog-and-beyond,no,C
https://github.com/sPaMFouR/RedPipe,no,Jupyter Notebook
https://github.com/bbfrederick/stabilitycalc,no,Python
https://github.com/magnuspalmblad/addFeatures,no,R
https://github.com/magnuspalmblad/shic,no,Python
https://github.com/magnuspalmblad/averageRegions,no,R
https://github.com/yongsukyee/uncertain_blackholemass,yes,Jupyter Notebook
https://github.com/statgen/demuxlet,no,C++
https://github.com/statgen/popscle,no,C++
https://github.com/statgen/Minimac4,no,C++
https://github.com/openmopac/mopac,yes,Fortran
https://github.com/OpenMD/OpenMD,yes,C++
https://github.com/Xomics/ACTIONdemonstrator_workflow,yes,Jupyter Notebook
https://github.com/migueldvb/cine,no,Python
https://github.com/aabdurrouf/piXedfit,yes,Python
https://github.com/NiallJeffrey/DeepMass,yes,Jupyter Notebook
https://github.com/NiallJeffrey/BornRaytrace,no,Python
https://github.com/sfarrens/sfof,no,Python
https://github.com/sfarrens/sf_deconvolve,no,Python
https://github.com/WorkflowConversion/CTDopts,no,Python
https://github.com/WorkflowConversion/CTDConverter,no,Python
https://github.com/aomlomics/tourmaline,no,Python
https://github.com/lastz/lastz,yes,C
https://github.com/MichielsenM/FOAM,no,Python
https://github.com/mpc-bioinformatics/CalibraCurve,no,R
https://github.com/saltastro/pyhrs,no,Python
https://github.com/blackrim/phyutility,no,Java
https://github.com/jbytecode/LinRegOutliers,no,Julia
https://github.com/jbytecode/JMcDM,no,Julia
https://github.com/zheng-lh/UBER,no,Fortran
https://github.com/oncoray/mirp,yes,Python
https://github.com/MillionConcepts/lhorizon,no,Python
https://github.com/yuguangchen1/KcwiKit,no,Python
https://github.com/ExpressionAnalysis/ea-utils,no,C++
https://github.com/tkzeng/Pangolin,yes,Python
https://github.com/ska-sa/hibayes,no,Python
https://github.com/ska-sa/katdal,no,Python
https://github.com/dgrun/FateID,no,R
https://github.com/BRAIN-TO/GIRFReco.jl,yes,Julia
https://github.com/fermiPy/fermipy,no,Python
https://github.com/jonas/tig,yes,C
https://github.com/CEA-MetroCarac/pystack3d,yes,Python
https://github.com/CEA-MetroCarac/fitspy,yes,Python
https://github.com/sagepublishing/rejected_article_tracker_pkg,no,Python
https://github.com/sourmash-bio/sourmash,no,Python
https://github.com/nialov/fractopo,no,Python
https://github.com/xmuyulab/DreamDIA-XMBD,yes,Python
https://github.com/dgbowl/yadg,no,Python
https://github.com/koenderks/jaspAudit,no,R
https://github.com/carpyncho/carpyncho-py,no,Python
https://github.com/mirochaj/ares,no,Python
https://github.com/mirochaj/sedop,no,Python
https://github.com/davidgardenier/frbpoppy,no,Python
https://github.com/davidgardenier/frbcat,no,Python
https://github.com/Single-Cell-Graph-Learning/scSGL,no,Python
https://github.com/p-slash/qsonic,no,Python
https://github.com/ptriska/WavesDash,no,Python
https://github.com/fatmasevinck/enetLTS,no,R
https://github.com/LQYoLH/CnnCrispr,no,Python
https://github.com/SNOwGLoBES/snowglobes,no,Jupyter Notebook
https://github.com/mjoppich/bioGUItools,no,Python
https://github.com/greendw/AntabGMVA,no,Python
https://github.com/taranu/AllStarFit,yes,R
https://github.com/gilestrolab/pySolo,no,Python
https://github.com/gilestrolab/ethoscope,yes,Python
https://github.com/cas-bioinf/rboAnalyzer,no,Python
https://github.com/nevrome/bleiglas,no,R
https://github.com/Dulab2020/ARMT,yes,R
https://github.com/Mulan-94/smops,no,Python
https://github.com/Higgins00/TESS-Localize,no,Python
https://github.com/sebastian-zieba/PACMAN,no,Python
https://github.com/max-little/GRAPL,no,Python
https://github.com/gui11aume/starcode,no,C
https://github.com/ArkajyotiSaha/RandomForestsGLS,no,C++
https://github.com/Mat-dp/mat-dp-core,no,Python
https://github.com/easystats/correlation,no,R
https://github.com/easystats/effectsize,yes,R
https://github.com/easystats/performance,yes,R
https://github.com/easystats/parameters,no,R
https://github.com/graphnet-team/graphnet,yes,Python
https://github.com/datalad/datalad,yes,Python
https://github.com/pnsaevik/effluent,no,Python
https://github.com/markur4/plotastic,no,Jupyter Notebook
https://github.com/rvalieris/parallel-fastq-dump,no,Python
https://github.com/KALMUS-Color-Toolkit/KALMUS,no,Python
https://github.com/y-256/libdivsufsort,no,C
https://github.com/google/jax,yes,Python
https://github.com/google/caliban,yes,Python
https://github.com/JuliaManifolds/Manopt.jl,no,Julia
https://github.com/ajeldorado/falco-python,yes,Python
https://github.com/pyFFTW/pyFFTW,no,Python
https://github.com/dzerbino/velvet,no,C
https://github.com/mchalela/GriSPy,no,Python
https://github.com/lh3/bioawk,yes,C
https://github.com/lh3/bgt,no,C
https://github.com/lh3/bedtk,no,C
https://github.com/lh3/wgsim,no,C
https://github.com/lh3/seqtk,no,C
https://github.com/lh3/minimap2,yes,C
https://github.com/lh3/fermi-lite,no,C
https://github.com/glue-viz/glue,no,Python
https://github.com/brian-team/brian2,yes,Python
https://github.com/USEPA/harmonize-wq,yes,Python
https://github.com/USEPA/SSN2,yes,R
https://github.com/USEPA/nsink,no,R
https://github.com/FreBio/komics,no,Python
https://github.com/c-zhou/yahs,yes,C
https://github.com/jan-rybizki/Chempy,no,Jupyter Notebook
https://github.com/jan-rybizki/Galaxia_wrap,yes,Jupyter Notebook
https://github.com/jan-rybizki/gdr2_completeness,no,Jupyter Notebook
https://github.com/benvanwerkhoven/kernel_tuner,yes,Python
https://github.com/rae-holcomb/SpinSpotter,no,Jupyter Notebook
https://github.com/xenon-middleware/pyxenon,no,Python
https://github.com/xenon-middleware/xenon,yes,Java
https://github.com/vrodgom/statmorph,no,Python
https://github.com/bblodfon/emba,no,R
https://github.com/biocore-ntnu/pyranges,no,Python
https://github.com/biocore-ntnu/ncls,no,C
https://github.com/odlomax/spamcart-dev,no,Fortran
https://github.com/pymedphys/pymedphys,yes,Python
https://github.com/ipython/ipython,yes,Python
https://github.com/LucyMcGowan/tipr,no,R
https://github.com/recipy/recipy,no,Python
https://github.com/Kaixhin/spinning-up-basic,no,Python
https://github.com/Kaixhin/Rainbow,yes,Python
https://github.com/Kaixhin/PlaNet,yes,Python
https://github.com/numba/numba,yes,Python
https://github.com/ltlancas/walter,no,Jupyter Notebook
https://github.com/dynamicslab/pysindy,yes,Python
https://github.com/webbjj/m2mcluster,no,Python
https://github.com/webbjj/clustertools,yes,Python
https://github.com/Jacks0nJ/PyFPT,no,Python
https://github.com/christinahedges/contaminante,yes,Python
https://github.com/labjg/fibmeasure,no,Python
https://github.com/undark-lab/albatross,yes,Python
https://github.com/undark-lab/swyft,yes,Jupyter Notebook
https://github.com/undark-lab/sstrax,no,Python
https://github.com/benjaminbolling/RSW,no,Python
https://github.com/benjaminbolling/DynaGUI,no,Python
https://github.com/danxhuber/evolstate,no,Jupyter Notebook
https://github.com/ratt-ru/QuartiCal,yes,Python
https://github.com/ratt-ru/smops,no,Python
https://github.com/ratt-ru/montblanc,yes,Python
https://github.com/ratt-ru/CubiCal,yes,Python
https://github.com/ratt-ru/Stimela,yes,Python
https://github.com/ratt-ru/eidos,no,Python
https://github.com/ratt-ru/Stimela-classic,yes,Python
https://github.com/ratt-ru/breizorro,no,Python
https://github.com/ratt-ru/PyMORESANE,yes,Python
https://github.com/ratt-ru/solarkat,no,Python
https://github.com/saphir746/BiobankRead-Bash,yes,Python
https://github.com/atzberg/mlmod,yes,C++
https://github.com/r3w0p/bobocep,no,Python
https://github.com/mzkhalid039/DWBuilder,no,Python
https://github.com/ebmonson/2DFFTUtils-Module,no,Python
https://github.com/xdf-modules/libxdf,no,C++
https://github.com/caracal-pipeline/caracal,no,Python
https://github.com/MrMinimal64/multivar_horner,no,Python
https://github.com/t-brandt/fitramp,no,Jupyter Notebook
https://github.com/t-brandt/acorns-adi,no,Python
https://github.com/t-brandt/orvara,no,Jupyter Notebook
https://github.com/sciris/sciris,no,Python
https://github.com/nvalimak/fsm-lite,no,C++
https://github.com/LBC-LNBio/parKVFinder-win,no,C
https://github.com/LBC-LNBio/PyMOL-KVFinder-web-Tools,no,Python
https://github.com/LBC-LNBio/pyKVFinder,no,Python
https://github.com/aertslab/pySCENIC,no,Python
https://github.com/miguelzuma/hi_class_public,no,C
https://github.com/FengTaoSMU/MOBFinder,no,Python
https://github.com/stevengiacalone/triceratops,no,Python
https://github.com/gigjozsa/tirific,no,C
https://github.com/CajoterBraak/demc2,no,R
https://github.com/ajwheeler/Korg.jl,no,Julia
https://github.com/pytoolz/toolz,no,Python
https://github.com/dpryan79/MethylDackel,no,C
https://github.com/deeptools/pyBigWig,no,C
https://github.com/dpryan79/libBigWig,no,C
https://github.com/miracum/ahd2fhir,no,Python
https://github.com/padster/pyNeuroTrace,yes,Python
https://github.com/Yingjie4Science/SDGdetector,yes,R
https://github.com/pepkit/geofetch,no,Jupyter Notebook
https://github.com/XSLiuLab/Seq2Neo,no,Python
https://github.com/blankhaar/PORTAL,no,Fortran
https://github.com/mattyowl/astLib,no,C
https://github.com/mattyowl/fitScalingRelation,no,Python
https://github.com/NNSSA/GALLUMI_public,no,Python
https://github.com/ToyotaCRDL/mahos,yes,Python
https://github.com/ICB-DCM/pyABC,no,Python
https://github.com/asntech/intervene,no,Python
https://github.com/ERA-URBAN/wrfpy,no,Python
https://github.com/eleniadam/npgreat,no,Python
https://github.com/xstarkit/MPI_XSTAR,no,C++
https://github.com/ExoplanetML/Nigraha,no,Python
https://github.com/emunte/vaRHC,no,R
https://github.com/cbrnr/sigviewer,no,C++
https://github.com/migp11/pyfastcore,no,Python
https://github.com/pengweixing/FACT,yes,Python
https://github.com/PaulKuin/uvotpy,no,Python
https://github.com/SoFiA-Admin/SoFiA-2,no,C
https://github.com/justinmathias/isocalcR,no,R
https://github.com/hpc4cmb/toast,yes,C++
https://github.com/csj607/STaRS,no,Fortran
https://github.com/r-cas/caracas,no,R
https://github.com/compomics/COSS,no,Java
https://github.com/compomics/DeepLC,yes,Python
https://github.com/compomics/xilmass,no,Java
https://github.com/agurvich/FIRE_studio,no,Jupyter Notebook
https://github.com/jakelever/civicmine,no,R
https://github.com/NielsenBerkeleyLab/sconce,no,C++
https://github.com/RoryChenXY/DataRepExp_public,no,R
https://github.com/sblunt/orbitize,yes,Python
https://github.com/relipmoc/skewer,no,C++
https://github.com/spjuhel/BoARIO,no,Python
https://github.com/pmelchior/shapelens,no,C++
https://github.com/pmelchior/shear-stacking,no,Python
https://github.com/pmelchior/skylens,no,C++
https://github.com/pmelchior/skymapper,no,Python
https://github.com/pmelchior/epsnoise,no,Python
https://github.com/pmelchior/scarlet,no,Python
https://github.com/pmelchior/spender,yes,Python
https://github.com/pmelchior/pygmmis,no,Python
https://github.com/kingyin3613/ringspy,no,Python
https://github.com/jonzink/EDI-Vetter,no,Python
https://github.com/jonzink/EDI_Vetter_unplugged,no,Jupyter Notebook
https://github.com/LiShuTJ/NDNet,yes,Python
https://github.com/ahmedmagds/GNUVID,no,Python
https://github.com/svi-opensource/libics,yes,C
https://github.com/jydu/physamp,no,C++
https://github.com/jydu/maffilter,yes,C++
https://github.com/longfei8533/SDC,yes,R
https://github.com/RuiningZHAO/wcpy,no,Python
https://github.com/hydroframe/hf_hydrodata,no,Python
https://github.com/hydroframe/subsettools,no,Python
https://github.com/argiopetech/base,no,C++
https://github.com/sambit-giri/BCMemu,no,Python
https://github.com/sambit-giri/BCemu,no,Python
https://github.com/sambit-giri/tools21cm,yes,Python
https://github.com/zkdtc/MLC_ELGs,no,Jupyter Notebook
https://github.com/Sulstice/cocktail-shaker,no,Jupyter Notebook
https://github.com/WSWUP/agweather-qaqc,no,Python
https://github.com/seheonoh/2dbat,no,C
https://github.com/anmolter/XLUR,no,Python
https://github.com/CodeEagle22/SIRITVIS,yes,Jupyter Notebook
https://github.com/Li-Yangyang/LOTUS,no,Python
https://github.com/astroML/gatspy,no,Python
https://github.com/philbull/RadioFisher,no,Python
https://github.com/simonsobs/so_noise_models,no,Python
https://github.com/simonsobs/nemo,no,Python
https://github.com/simonsobs/pixell,no,Python
https://github.com/simonsobs/mnms,no,Python
https://github.com/JaimeRZP/LimberJack.jl,yes,Julia
https://github.com/steven-murray/powerbox,yes,Jupyter Notebook
https://github.com/steven-murray/pydftools,no,Jupyter Notebook
https://github.com/steven-murray/mrpy,no,Python
https://github.com/stefanradev93/BayesFlow,yes,Python
https://github.com/streamlit/streamlit,yes,Python
https://github.com/samb8s/PsrPopPy,no,Fortran
https://github.com/pymatting/pymatting,yes,Python
https://github.com/BorgwardtLab/simbsig,yes,Python
https://github.com/pinellolab/CRISPRitz,no,Python
https://github.com/pinellolab/CRISPResso2,no,Python
https://github.com/pinellolab/STREAM,no,Jupyter Notebook
https://github.com/ropensci/seasl,no,R
https://github.com/ropensci/arkdb,no,R
https://github.com/ropensci/dataaimsr,no,R
https://github.com/ropensci/censo2017,no,R
https://github.com/ropensci/jenkins,no,R
https://github.com/ropensci/rnoaa,no,R
https://github.com/ropensci/dbparser,yes,R
https://github.com/ropensci/tiler,no,R
https://github.com/ropensci/unrtf,no,C
https://github.com/ropensci/roadoi,no,R
https://github.com/ropensci/rppo,no,R
https://github.com/ropensci/helminthR,no,R
https://github.com/ropensci/pendulum,no,R
https://github.com/ropensci/comtradr,no,R
https://github.com/ropensci/tokenizers,no,R
https://github.com/ropensci/outcomerate,no,R
https://github.com/ropensci/cleanEHR,no,R
https://github.com/ropensci/medrxivr,no,R
https://github.com/ropensci/gistr,no,R
https://github.com/ropensci/rsat,no,R
https://github.com/ropensci/stantargets,yes,R
https://github.com/ropensci/natserv,no,R
https://github.com/ropensci/geonames,no,R
https://github.com/ropensci/NLMR,yes,R
https://github.com/ropensci/bikedata,no,R
https://github.com/ropensci/ijtiff,no,R
https://github.com/ropensci/rnpn,no,R
https://github.com/ropensci/rcoreoa,no,R
https://github.com/ropensci/gittargets,yes,R
https://github.com/ropensci/finch,no,R
https://github.com/ropensci/jqr,no,R
https://github.com/ropensci/awardFindR,yes,R
https://github.com/ropensci/rcites,yes,R
https://github.com/ropensci/stplanr,yes,R
https://github.com/ropensci/skynet,no,R
https://github.com/ropensci/rinat,no,R
https://github.com/ropensci/phylotaR,no,R
https://github.com/ropensci/wellknown,no,R
https://github.com/ropensci/av,no,C
https://github.com/ropensci/cld2,yes,C++
https://github.com/ropensci/ssh,no,C
https://github.com/ropensci/taxview,no,R
https://github.com/ropensci/rmangal,yes,R
https://github.com/ropensci/osmplotr,no,R
https://github.com/ropensci/ots,no,R
https://github.com/ropensci/ruODK,no,R
https://github.com/ropensci/FedData,yes,R
https://github.com/ropensci/c14bazAAR,no,R
https://github.com/ropensci/datapack,no,R
https://github.com/ropensci/rtika,no,R
https://github.com/ropensci/elastic,no,R
https://github.com/ropensci/clifro,no,R
https://github.com/ropensci/DoOR.data,yes,R
https://github.com/ropensci/CoordinateCleaner,no,R
https://github.com/ropensci/ritis,no,R
https://github.com/ropensci/landscapetools,no,R
https://github.com/ropensci/taxa,no,R
https://github.com/ropensci/rnassqs,no,R
https://github.com/ropensci/robotstxt,yes,R
https://github.com/ropensci/nodbi,yes,R
https://github.com/ropensci/BaseSet,no,R
https://github.com/ropensci/rb3,yes,R
https://github.com/ropensci/weathercan,no,R
https://github.com/ropensci/baRcodeR,no,R
https://github.com/ropensci/bib2df,no,R
https://github.com/ropensci/worrms,no,R
https://github.com/ropensci/vcr,yes,R
https://github.com/ropensci/GSODR,no,R
https://github.com/ropensci/rAltmetric,no,R
https://github.com/ropensci/cyphr,no,R
https://github.com/ropensci/suppdata,no,R
https://github.com/ropensci/infx,no,R
https://github.com/ropensci/plater,no,R
https://github.com/ropensci/mapscanner,no,R
https://github.com/ropensci/tesseract,no,R
https://github.com/ropensci/tidync,no,R
https://github.com/ropensci/rfishbase,no,R
https://github.com/ropensci/RefManageR,yes,R
https://github.com/ropensci/writexl,no,C
https://github.com/ropensci/eia,no,R
https://github.com/ropensci/tidyqpcr,no,R
https://github.com/ropensci/cde,no,R
https://github.com/ropensci/trufflesniffer,no,R
https://github.com/ropensci/textreuse,no,R
https://github.com/ropensci/popler,no,R
https://github.com/ropensci/codemetar,yes,R
https://github.com/ropensci/rrricanesdata,no,R
https://github.com/ropensci/bowerbird,no,R
https://github.com/ropensci/geojsonlint,no,R
https://github.com/ropensci/predictNMB,no,R
https://github.com/ropensci/smapr,no,R
https://github.com/ropensci/babette,no,R
https://github.com/ropensci/beautier,no,R
https://github.com/ropensci/osmextract,no,R
https://github.com/ropensci/rdryad,no,R
